2	3	1
4	3	1
5	3	1
6	3	1
7	3	1
8	3	1
9	3	1
10	3	1
11	3	1
12	3	1
13	3	1
14	3	1
15	3	1
16	3	1
17	3	1
18	3	1
19	3	1
19	20	0
21	3	1
22	3	1
23	3	1
23	20	0
24	3	1
25	3	1
25	20	0
26	3	1
27	3	1
28	3	1
29	3	1
29	20	0
30	3	1
31	3	1
32	3	1
32	20	0
33	3	1
34	3	1
35	3	1
35	20	0
36	3	1
37	3	1
38	3	1
39	3	1
40	3	1
41	3	1
42	3	1
43	3	1
44	3	1
45	3	1
46	3	1
46	20	0
47	3	1
48	3	1
49	3	1
50	3	1
51	3	1
51	20	0
52	3	1
52	20	0
53	3	1
54	3	1
55	3	1
55	56	0
57	3	1
58	3	1
58	59	0
60	3	1
60	61	0
62	3	1
63	3	1
63	64	0
65	3	1
66	3	1
67	3	1
68	3	1
69	3	1
70	3	1
71	3	1
72	3	1
73	3	1
73	20	0
74	3	1
74	56	0
75	3	1
76	3	1
77	3	1
77	20	0
78	3	1
79	3	1
79	56	0
80	3	1
81	3	1
81	59	0
82	3	1
83	3	1
83	20	0
84	3	1
85	3	1
85	20	0
86	3	1
86	64	0
87	3	1
87	59	0
88	3	1
88	20	0
89	3	1
90	3	1
90	61	0
91	3	1
92	3	1
93	3	1
93	20	0
94	3	1
95	3	1
96	3	1
96	61	0
97	3	1
97	20	0
98	3	1
99	3	1
99	61	0
100	3	1
101	3	1
102	3	1
103	3	1
104	3	1
105	3	1
106	3	1
107	3	1
108	3	1
109	3	1
110	3	1
111	3	1
112	3	1
113	3	1
114	3	1
115	3	1
116	3	1
116	20	0
117	3	1
118	3	1
118	56	0
119	3	1
120	3	1
120	20	0
121	3	1
122	3	1
122	61	0
123	3	1
124	3	1
125	3	1
126	3	1
126	20	0
127	3	1
128	3	1
129	3	1
130	3	1
130	59	0
131	3	1
132	3	1
132	20	0
133	3	1
134	3	1
135	3	1
135	20	0
136	3	1
137	3	1
138	3	1
138	20	0
139	3	1
140	3	1
141	3	1
141	20	0
142	3	1
143	3	1
144	3	1
145	3	1
146	3	1
147	3	1
148	3	1
149	3	1
150	3	1
151	3	1
152	3	1
153	3	1
153	20	0
154	3	1
154	61	0
155	3	1
156	3	1
157	3	1
158	3	1
159	3	1
160	3	1
161	3	1
162	3	1
163	3	1
164	3	1
165	3	1
165	20	0
166	3	1
167	3	1
168	3	1
169	3	1
170	3	1
171	3	1
171	61	0
172	3	1
172	56	0
173	3	1
174	3	1
175	3	1
176	3	1
177	3	1
178	3	1
179	3	1
180	3	1
181	3	1
181	20	0
182	3	1
183	3	1
184	3	1
185	3	1
185	20	0
186	3	1
186	20	0
187	3	1
187	56	0
188	3	1
188	20	0
189	3	1
189	20	0
190	3	1
191	3	1
191	59	0
192	3	1
193	3	1
194	3	1
195	3	1
196	3	1
197	3	1
198	3	1
199	3	1
200	3	1
201	3	1
201	56	0
202	3	1
203	3	1
203	59	0
204	3	1
205	3	1
206	3	1
207	3	1
207	20	0
208	3	1
209	3	1
209	20	0
210	3	1
211	3	1
212	3	1
213	3	1
214	3	1
215	3	1
216	3	1
217	3	1
218	3	1
219	3	1
219	59	0
220	3	1
221	3	1
222	3	1
222	56	0
223	3	1
223	56	0
224	3	1
225	3	1
226	3	1
227	3	1
228	3	1
229	3	1
230	3	1
231	3	1
232	3	1
233	3	1
234	3	1
235	3	1
235	64	0
236	3	1
236	64	0
237	3	1
238	3	1
239	3	1
239	56	0
240	3	1
240	20	0
241	3	1
242	3	1
243	3	1
244	3	1
245	3	1
246	3	1
246	20	0
247	3	1
248	3	1
249	3	1
249	59	0
250	3	1
251	3	1
252	3	1
253	3	1
