8053	247966	0.793216009426431
3639	255244	0.59797392233198
9867	247967	0.696097228788698
9185	247968	0.836301427144246
4514	247969	0.743519371429974
4893	255245	0.677526403154311
3614	247970	0.549589019478757
11397	247971	0.924271060325323
10884	247972	0.526410095949904
10060	255246	1
6518	247973	1
5982	247974	0.852184690448629
8773	247975	1
3925	255247	0.671547768024066
7559	255248	0.787042575703553
7374	247976	0.902935599664644
8248	247977	0.443465904110727
9027	247978	1
6159	247979	0.410813652538414
9636	247980	0.997393413728067
9333	247981	0.9311823249755
6338	247982	0.90850569538463
8471	247983	0.864931225726228
4761	247984	0.729595636243199
10904	247985	1
10634	247986	1
9086	247987	0.392264862337794
8138	247988	0.819533548401495
9197	247989	1
11457	247990	0.975270048325923
10696	247991	1
10397	247992	0.752030741900824
9566	247993	0.869873180883274
4779	247994	1
4598	255249	1
5270	255250	0.917663927911114
4597	247995	1
5215	247996	1
8016	247997	0.873113313099982
4222	247998	0.657870187728377
11167	255251	1
10583	255252	1
3812	247999	0.733441088163719
5334	248000	1
5909	255253	0.206860681646225
3907	248001	0.363926738710528
10133	248002	1
9584	248003	0.966998966983977
9397	248004	0.955982098972767
7628	255254	0.960089520895788
6743	248005	1
7570	248006	0.35208798856144
3248	248007	0.950236356999337
6040	248008	0.478824203685241
6886	248009	0.869671804388428
9662	248010	1
8252	248011	0.962153398360439
8080	248012	0.557142693414111
4137	248013	0.532130295590931
8943	248014	0.417810050735635
7869	248015	0.774762744576082
8240	248016	0.889404766248854
6389	248017	1
5658	248018	0.811457469127966
8157	248019	0.546849677403137
3726	248020	0.833615233783133
3283	248021	0.956351294914788
5847	248022	1
4767	248023	1
8941	248024	0.928702152018556
3801	255255	0.847886452607404
8092	248025	0.946711238830441
11099	248026	1
10909	248027	0.928368950479902
9670	255256	0.654523991117297
9459	248028	1
8134	248029	0.400327000867749
7001	248030	0.602849475389766
6674	255257	1
11921	248031	0.728124696377447
11685	248032	0.486367902106275
11546	248033	1
9115	248034	1
7209	248035	1
8762	248036	0.659449449307529
4669	248037	0.630415257895337
8147	248038	1
9551	248039	0.625696711326444
8107	248040	0.799170164273595
3971	255258	0.9803237346355
5667	248041	1
11427	248042	0.919134503454119
3819	255259	1
7585	248043	0.735867794200954
11857	248044	0.919878785535809
3752	248045	1
4070	248046	0.729813220783074
8675	248047	0.782978003111376
5542	248048	1
9229	248049	0.8548637555757
4850	255260	1
7977	248050	1
9479	248051	0.715601182318921
7011	248052	1
8212	248053	0.984444292903749
7112	248054	0.580478694090086
10050	248055	1
4275	248056	1
6262	248057	1
3711	248058	0.852576901073808
3693	248059	1
4573	248060	0.724654877189185
5516	248061	0.521604813913678
10056	248062	0.945206315318234
3891	248063	0.77461522540452
4982	248064	0.726021139879783
5076	248065	0.969291810365835
7605	248066	0.787192577602292
7663	248067	0.913079519751098
8095	248068	0.915973362241215
4410	248069	1
9194	255261	0.868270477602293
7983	248070	0.83252651976965
3390	248071	0.90315128764401
3151	248072	0.907784944833888
4927	255262	0.804562592547155
8629	248073	0.983852977543102
3954	248074	0.745735502381641
7804	248075	0.999295086866247
3267	248076	1
5953	248077	0.560771386972489
9074	248078	0.96090208285427
5902	248079	0.708189599236334
9028	248080	0.266510812981955
11876	248081	0.461197156731622
10992	248082	0.930855742229903
10688	255263	0.811969797508976
3259	255264	0.563963417559027
